51351302,A Man with Wdjat,Monster,Effect,Dark,Spellcaster,,4,1600,1600,"When you Normal Summon this card, and during each of your Standby Phases, select 1 Set card on your opponent's side of the field. Pick it up and look at it, then return it to its original position."
28596933,A Wingbeat of Giant Dragon,Spell,Normal,,,,,,,"Return 1 Level 5 or higher Dragon-Type monster you control to the hand, and if you do, destroy all Spell and Trap Cards on the field."
13026402,A-Team: Trap Disposal Unit,Monster,Effect,Fire,Machine,,2,300,400,"This effect can be used during either player's turn. When your opponent activates a Trap Card, Tribute this face-up card to negate the activation of the Trap Card and destroy it."
89718302,Abare Ushioni,Monster,Effect,Earth,Beast-Warrior,,4,1200,1200,"Once per turn, you can toss a coin and call it. If you call it right, inflict 1000 damage to your opponent. If you call it wrong, you take 1000 damage."
27744077,Absolute End,Trap,Normal,,,,,,,"Activate only during your opponent's turn. This turn, the attacks from your opponent's monsters become direct attacks."
49771608,Absorbing Kid from the Sky,Monster,Effect,Light,Fairy,,4,1300,1000,"When this card destroys a monster and sends it to the Graveyard as a result of battle, increase your Life Points by the Level of the destroyed monster x 300 points."
18318842,Abyss Soldier,Monster,Effect,Water,Aqua,,4,1800,1300,Once per turn: You can discard 1 WATER monster to the Graveyard to target 1 card on the field; return it to the hand.
89801755,Abyssal Designator,Spell,Normal,,,,,,,Pay 1000 Life Points. Declare a Type and an Attribute. Your opponent must send 1 monster with both the Type and Attribute declared from his/her hand or Deck to the Graveyard.
21323861,Acid Rain,Trap,Normal,,,,,,,Destroy all face-up Machine-Type monsters on the field.
41356845,Acid Trap Hole,Trap,Normal,,,,,,,"Target 1 face-down Defense Position monster on the field; flip it face-up, then destroy it if its DEF is 2000 or less, or return it face-down if its DEF is more than 2000."
47372349,Acrobat Monkey,Monster,Normal,Earth,Machine,,3,1000,1800,An autonomous monkey type robot which was developed with cutting-edge technology. It moves very acrobatically.
62325062,Adhesion Trap Hole,Trap,Normal,,,,,,,When your opponent Summons a monster(s): Halve that monster(s)'s original ATK.
25345186,After Genocide,Spell,Normal,,,,,,,This card can only be activated during Main Phase 1. All monsters on both sides of the field that have been involved in damage calculation are destroyed during the End Step of the turn.
16135253,Agido,Monster,Effect,Earth,Fairy,,4,1500,1300,"When this card is destroyed and sent to the Graveyard as a result of battle, roll a six-sided die. You can Special Summon 1 Fairy-Type monster from your Graveyard whose Level is equal to the number rolled. (If the result is 6, you can Special Summon a Level 6 or higher monster.)"
18036057,Airknight Parshath,Monster,Effect,Light,Fairy,,5,1900,1400,"If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent. When this card inflicts battle damage to your opponent: Draw 1 card."
48202661,Aitsu,Monster,Normal,Fire,Fairy,,5,100,100,"He seems to be very unreliable, but he might have incredible potential."
99785935,Alpha the Magnet Warrior,Monster,Normal,Earth,Rock,,4,1400,1700,"Alpha, Beta, and Gamma meld as one to form a powerful monster."
21070956,Altar for Tribute,Trap,Normal,,,,,,,Select 1 monster on your side of the field and send it to the Graveyard. Increase your Life Points by an amount equal to the original ATK of the monster.
91869203,Amazon Archer,Monster,Effect,Earth,Warrior,,4,1400,1000,You can Tribute 2 monsters to inflict 1200 damage to your opponent.
67987611,Amazoness Archers,Trap,Normal,,,,,,,"Activate only when your opponent declares an attack while you control an ""Amazoness"" monster. All monsters your opponent controls are changed to face-up Attack Position (Flip Effects are not activated), and lose 500 ATK as long as they remain face-up on the field. Your opponent must attack with all of their monsters."
73574678,Amazoness Blowpiper,Monster,Effect,Earth,Warrior,,3,800,1500,Select 1 face-up monster your opponent controls during each of your Standby Phases. It loses 500 ATK until the end of this turn.
29654737,Amazoness Chain Master,Monster,Effect,Earth,Warrior,,4,1500,1300,"When this monster is destroyed by battle and sent to the Graveyard, you can pay 1500 Life Points to look at your opponent's hand, select 1 Monster Card in it, and add that card to your hand."
55821894,Amazoness Fighter,Monster,Effect,Earth,Warrior,,4,1500,1300,You take no battle damage from attacks involving this card.
47480070,Amazoness Paladin,Monster,Effect,Earth,Warrior,,4,1700,300,"This card gains 100 ATK for each ""Amazoness"" monster you control."
81325903,Amazoness Spellcaster,Spell,Normal,,,,,,,"Target 1 ""Amazoness"" monster you control and 1 face-up monster your opponent controls; switch the original ATK of those targets until the end of this turn."
94004268,Amazoness Swords Woman,Monster,Effect,Earth,Warrior,,4,1500,1600,Your opponent takes all Battle Damage that you would have taken from a battle involving this card.
10979723,Amazoness Tiger,Monster,Effect,Earth,Beast,,4,1100,1500,"You can only control 1 ""Amazoness Tiger"". This card gains 400 ATK for each ""Amazoness"" monster you control. Your opponent cannot attack any face-up ""Amazoness"" monsters, except this one."
95174353,Ameba,Monster,Effect,Water,Aqua,,1,300,350,"When the control of this face-up card on the field shifts to your opponent, inflict 2000 points of damage to your opponent's Life Points. This effect can only be used once as long as this card remains face-up on the field."
67371383,Amphibian Beast,Monster,Normal,Water,Fish,,6,2400,2000,"On land or in the sea, the speed of this monster is unmatchable."
64342551,Amphibious Bugroth MK-3,Monster,Effect,Water,Machine,,4,1500,1300,"While ""Umi"" is face-up on the field, this card can attack your opponent's Life Points directly."
303660,Amplifier,Spell,Equip,,,,,,,"Equip only to ""Jinzo"". While this card is equipped, the equipped monster's effect does not negate the effects of its controller's Trap Cards. When this card is removed from the field, destroy the equipped monster. This card's activation and effect cannot be negated."
23927567,An Owl of Luck,Monster,Effect,Wind,Winged Beast,Flip,2,300,500,"FLIP: Select 1 Field Spell Card from your Deck and place it on top of your Deck. If ""Necrovalley"" is on the field, you can add the selected Field Spell Card to your hand instead."
42431843,Ancient Brain,Monster,Normal,Dark,Fiend,,3,1000,700,A fallen fairy that is powerful in the dark.
93221206,Ancient Elf,Monster,Normal,Light,Spellcaster,,4,1450,1200,This elf is rumored to have lived for thousands of years. He leads an army of spirits against his enemies.
10509340,Ancient Gear Beast,Monster,Effect,Earth,Machine,,6,2000,2000,"This card cannot be Special Summoned. The effects of your opponent's Effect Monster that this monster destroys as a result of battle are negated. If this card attacks, your opponent cannot activate any Spell or Trap Cards until the end of the Damage Step."
83104731,Ancient Gear Golem,Monster,Effect,Earth,Machine,,8,3000,3000,"Cannot be Special Summoned. If this card attacks a Defense Position monster, inflict piercing Battle Damage to your opponent. If this card attacks, your opponent cannot activate any Spell/Trap Cards until the end of the Damage Step."
56094445,Ancient Gear Soldier,Monster,Effect,Earth,Machine,,4,1300,1300,"If this card attacks, your opponent cannot activate any Spell or Trap Cards until the end of the Damage Step."
43230671,Ancient Lizard Warrior,Monster,Normal,Earth,Reptile,,4,1400,1100,"Before the dawn of time, this lizard warrior reigned supreme."
14015067,Ancient One of the Deep Forest,Monster,Normal,Earth,Beast,,6,1800,1900,"This creature adopts the form of a white goat living in the forest, but is actually a Forest Elder."
17092736,Ancient Telescope,Spell,Normal,,,,,,,See the top 5 cards of your opponent's Deck. Return the cards to the Deck in the same order.
15013468,Andro Sphinx,Monster,Effect,Light,Beast,,10,3000,2500,"You can pay 500 Life Points to Special Summon this card when ""Pyramid of Light"" is on the field. This card cannot attack during the turn that it is Normal Summoned or Special Summoned. This card cannot be Special Summoned from the Graveyard. If this card destroys a Defense Position monster as a result of battle, inflict damage to your opponents Life Points equal to half the ATK of the destroyed monster."
48365709,Ansatsu,Monster,Normal,Earth,Warrior,,5,1700,1200,A silent and deadly warrior specializing in assassinations.
34236961,Ante,Spell,Normal,,,,,,,"Each Player reveals 1 card from their hand. If one card is higher Level than the other, the card with the lower Level is sent to the Graveyard and the player who revealed it takes 1000 damage. (Non-Monster Cards are treated as Level 0.)"
42364257,Anti Raigeki,Trap,Normal,,,,,,,"When your opponent activates Raigeki"", all of your opponent's monsters are destroyed in place of your own."""
65064143,Anti-Aircraft Flower,Monster,Effect,Earth,Plant,,3,0,1600,"By tributing 1 Insect-Type monster on your side of the field, inflict 800 points of damage to your opponent's Life Points."
53112492,Anti-Spell,Trap,Counter,,,,,,,Remove 2 Spell Counters on your side of the field. Negate the activation of a Spell Card and destroy it.
58921041,Anti-Spell Fragrance,Trap,Continuous,,,,,,,"Both players must Set Spell Cards before activating them, and cannot activate them until their next turn."
9156135,Apprentice Magician,Monster,Effect,Dark,Spellcaster,,2,400,800,When this card is Summoned: Target 1 face-up card that you can place a Spell Counter on; place 1 Spell Counter on that target. If this card is destroyed by battle: You can Special Summon 1 Level 2 or lower Spellcaster-Type monster from your Deck in face-down Defense Position.
48539234,Appropriate,Trap,Continuous,,,,,,,"Activate only when your opponent draws a card(s), except during their Draw Phase. Draw 2 cards."
95132338,Aqua Chorus,Trap,Continuous,,,,,,,"If there are monsters with the same name on the field, increase the ATK and DEF of all of those monsters with the same name by 500 points."
85639257,Aqua Madoor,Monster,Normal,Water,Spellcaster,,4,1200,2000,A wizard of the waters that conjures a liquid wall to crush any enemies that oppose him.
40916023,Aqua Spirit,Monster,Effect,Water,Aqua,,4,1600,1200,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing 1 WATER monster in your Graveyard from play. During each of your opponent's Standby Phases, you can change the battle position of 1 of your opponent's face-up Monster Cards. Once changed, the monster must remain in this position for the rest of the turn."
55001420,Arcane Archer of the Forest,Monster,Effect,Earth,Warrior,,3,900,1400,"While there is a Plant-Type monster on your side of the field, this card cannot be attacked. By Tributing 1 Plant-Type monster on your side of the field, destroy 1 Spell or Trap Card on the field."
75889523,Archfiend Marmot of Nefariousness,Monster,Normal,Earth,Beast,,2,400,600,An air marmot that has a nefarious horna dnwings. It attacks by throwing acorns.
50287060,Archfiend of Gilfer,Monster,Effect,Dark,Fiend,,6,2200,2500,When this card is sent to the Graveyard: You can target 1 face-up monster on the field; equip that target with this card. That monster loses 500 ATK while equipped with this card.
49881766,Archfiend Soldier,Monster,Normal,Dark,Fiend,,4,1900,1500,An expert at battle who belongs to a crack diabolical unit. He's famous because he always gets the job done.
22796548,Archfiend's Oath,Spell,Continuous,,,,,,,"Once per turn you can pay 500 Life Points to declare 1 card name. Pick up the top card from your Deck and if the card name is the one you declared, add it to your hand. If not, send the card you picked up to the Graveard."
56246017,Archfiend's Roar,Trap,Normal,,,,,,,Pay 500 Life Points to activate this card. Special Summon 1 Archfiend Monster Card from your Graveyard. This monster cannot be Tributed under any conditions and is destroyed during the End Phase of this turn.
18378582,Archlord Zerato,Monster,Effect,Light,Fairy,,8,2800,2300,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 1 face-up Warrior of Zera"" on your side of the field while ""The Sanctuary in the Sky"" is on the field. If ""The Sanctuary in the Sky"" is on your side of the field, by discarding 1 LIGHT Monster Card from your hand to the Graveyard, destroy all monsters on your opponent's side of the field. If ""The Sanctuary in the Sky"" is not on your side of the field, this effect is not applied."""
53153481,Armaill,Monster,Normal,Earth,Warrior,,3,700,1300,A strange warrior who manipulates three deadly blades with both hands and his tail.
980973,Armed Dragon LV3,Monster,Effect,Wind,Dragon,,3,1200,900,"During your Standby Phase, you can send this face-up card from the field to the Graveyard to Special Summon 1 ""Armed Dragon LV5"" from your hand or Deck."
46384672,Armed Dragon LV5,Monster,Effect,Wind,Dragon,,5,2400,1700,"You can send 1 monster from your hand to the Graveyard to select 1 face-up monster your opponent controls with ATK less than or equal to the ATK of the sent monster, and destroy the selected monster. During the End Phase of the turn this card destroys a monster by battle, you can send this face-up card from the field to the Graveyard to Special Summon 1 ""Armed Dragon LV7"" from your hand or Deck."
73879377,Armed Dragon LV7,Monster,Effect,Wind,Dragon,,7,2800,1000,"Cannot be Normal Summoned/Set. Must be Special Summoned by ""Armed Dragon LV5"", and cannot be Special Summoned by other ways. You can send 1 monster from your hand to the Graveyard: destroy all face-up monsters your opponent controls with ATK less than or equal to the sent monster's ATK."
9076207,Armed Ninja,Monster,Effect,Earth,Warrior,Flip,1,300,300,"Flip: Select 1 Spell Card on the field and destroy it. If the selected card is Set, pick up and see the card. If it is a Spell Card, it is destroyed. If it is a Trap Card, return it to its original position."
84430950,Armed Samurai - Ben Kei,Monster,Effect,Dark,Warrior,,4,500,800,"For each Equip Card equipped to this card, it gains 1 additional attack during each Battle Phase."
79649195,Armor Break,Trap,Counter,,,,,,,Negate the activation of an Equip Spell card and destroy it.
7180418,Armor Exe,Monster,Effect,Light,Rock,,4,2400,1400,"This card cannot attack in the same turn it is Normal Summoned, Flip Summoned, or Special Summoned. During each of your and your opponent's Standby Phases, remove 1 Spell Counter on your side of the field. If you do not, destroy this card."
36868108,Armored Glass,Trap,Normal,,,,,,,You can activate this card when a monster is equpped with an Equip Magic Card. Negate the effects of all Equip Magic Cards on the field during the turn this card is activated.
15480588,Armored Lizard,Monster,Normal,Earth,Reptile,,4,1500,1200,A lizard with a very tough hide and a vicious bite.
17535588,Armored Starfish,Monster,Normal,Water,Aqua,,4,850,1400,A bluish starfish with a solid hide capable of fending off attacks.
20277860,Armored Zombie,Monster,Normal,Dark,Zombie,,3,1500,0,This warrior blindly swings a deadly blade with devastating force.
69296555,Array of Revealing Light,Spell,Normal,,,,,,,"Declare 1 Type of monster. Any monster of the declared Type cannot declare an attack during the turn it is Normal Summoned, Flip Summoned or Special Summoned."
42364374,Arsenal Bug,Monster,Effect,Earth,Insect,,3,2000,2000,"If there are no face-up Insect-Type monsters (except this monster) on your side of the field, both the ATK and DEF of this monster become 1000 points."
55348096,Arsenal Robber,Trap,Normal,,,,,,,Your opponent selects 1 Equip Spell Card from his/her Deck and sends it to the Graveyard.
85489096,Arsenal Summoner,Monster,Effect,Wind,Spellcaster,Flip,4,1600,1600,"FLIP: Add 1 card that includes ""Guardian"" in its card name from your Deck to your hand. You cannot add ""Celtic Guardian"", ""Winged Dragon, Guardian of the Fortress #1"", ""Winged Dragon, Guardian of the Fortress #2"", ""Guardian of the Labyrinth"", or ""The Reliable Guardian""."
62633180,Assault on GHQ,Trap,Normal,,,,,,,Select 1 monster on your side of the field to activate this card. Destroy the selected card and send 2 cards from the top of your opponent's Deck to the Graveyard.
37053871,Astral Barrier,Trap,Continuous,,,,,,,If your opponent's monster attacks a monster you control: You can make the attack a direct attack instead.
2134346,Asura Priest,Monster,Effect,Light,Fairy,Spirit,4,1700,1200,This card cannot be Special Summoned. This card returns to its owner's hand during the End Phase of the turn it is Normal Summoned or flipped face-up. This card can attack all monsters your opponent controls once each. This monster cannot attack directly if it has already attacked a monster.
88236094,Aswan Apparition,Monster,Effect,Dark,Fiend,,3,500,500,"If this card inflicts Battle Damage to your opponent's Life Points, you can return 1 Trap Card from your Graveyard to the top of your Deck."
87340664,Atomic Firefly,Monster,Effect,Light,Insect,,1,100,200,"When this face-up card on the field attacks or is attacked and it is destroyed as a result of battle, the player who destroyed it takes 1000 points of damage."
63689843,Attack and Receive,Trap,Normal,,,,,,,"You can only activate this card when you take damage to your Life Points. Inflict 700 points of damage to your opponent's Life Points. Also, inflict 300 points of damage to your opponent's Life Points for each Attack and Receive"" card in your Graveyard."""
37970940,Aussa the Earth Charmer,Monster,Effect,Earth,Spellcaster,Flip,3,500,1500,"FLIP: Take control of 1 EARTH monster on your opponent's side of the field, for as long as this card remains face-up on the field."
71453557,Autonomous Action Unit,Spell,Equip,,,,,,,"Pay 1500 Life Points to target 1 monster in your opponent's Graveyard; Special Summon that target to your side of the field in face-up Attack Position, and equip it with this card. When this card leaves the field, destroy the equipped monster."
99284890,Avatar of The Pot,Monster,Effect,Earth,Rock,,3,1200,1300,"By sending 1 ""Pot of Greed"" from your hand to the Graveyard, draw 3 cards from your Deck."
40619825,Axe of Despair,Spell,Equip,,,,,,,"(This card is always treated as an ""Archfiend"" card.)The equipped monster gains 1000 ATK. When this card is sent from the field to the Graveyard: You can Tribute 1 monster; return this card to the top of the Deck."
48305365,Axe Raider,Monster,Normal,Earth,Warrior,,4,1700,1150,An axe-wielding monster of tremendous strength and agility.
11901678,B. Skull Dragon,Monster,Fusion,Dark,Dragon,Normal,9,3200,2500,"""Summoned Skull"" + ""Red-Eyes B. Dragon"""
14148099,B.E.S. Big Core,Monster,Effect,Dark,Machine,,6,2300,1100,"Put 3 counters on this card when you Normal Summon it. This card is not destroyed as a result of battle. If this card battles a monster, remove 1 counter from this card at the end of the Damage Step. If this card battles without a counter, destroy this card at the end of the Damage Step."
88819587,Baby Dragon,Monster,Normal,Wind,Dragon,,3,1200,700,"Much more than just a child, this dragon is gifted with untapped power."
47453433,Back to Square One,Spell,Normal,,,,,,,Discard 1 card from your hand. Return 1 monster on the field to the top of the owner's Deck.
82705573,Backfire,Trap,Continuous,,,,,,,"When a FIRE monster(s) on your side of the field is destroyed and sent to the Graveyard, inflict 500 points of damage to your opponent's Life Points."
36280194,Backup Soldier,Trap,Normal,,,,,,,You can activate this card when there are 5 or more Monster Cards in your Graveyard. Select up to 3 Monster Cards with an ATK of 1500 points or less (except Effect Monster Cards) from your Graveyard and add them to your hand.
40633297,Bad Reaction to Simochi,Trap,Continuous,,,,,,,"As long as this card remains face-up on the field, any effect of increasing your opponent's Life Points is changed to inflict the same amount of points in damage to your opponent's Life Points."
7165085,Bait Doll,Spell,Normal,,,,,,,"Force the activation of 1 face-down Trap Card. If the timing of the activation of the Trap Card is incorrect, negate the effect and destroy it. If it is not a Trap Card, it is returned to its original position. After this card is activated, it is placed into the Deck (not the Graveyard). Then shuffle the Deck."
242146,Ballista of Rampart Smashing,Spell,Equip,,,,,,,"If the equipped monster attacks a face-down Defense Position monster, it gains 1500 ATK during damage calculation only."
39892082,Balloon Lizard,Monster,Effect,Earth,Reptile,,4,500,1900,"Put 1 counter on this card during each of your Standby Phases. When this card is destroyed, inflict damage to the controller of the card that destroyed it equal to the number of counters x 400 points."
61528025,Banisher of the Light,Monster,Effect,Light,Fairy,,3,100,2000,"As long as this card remains face-up on the field, any card sent to the Graveyard is removed from play instead."
10012614,Banner of Courage,Spell,Continuous,,,,,,,"During your Battle Phase only, all face-up monsters you control gain 200 ATK."
41925941,Bark of Dark Ruler,Trap,Normal,,,,,,,You can only activate this card during the Damage Step of a Battle Phase if a Fiend-Type monster on your side of the field battles. Pay Life Points (in multiples of 100 points) to decrease 1 of your opponent's monster's ATK and DEF by the same amount of points until the End Phase of that turn.
86325596,Baron of the Fiend Sword,Monster,Normal,Dark,Fiend,,4,1550,800,An aristocrat who wields a sword possessed by a malicious spirit that preys on the weak.
78783370,Barrel Behind the Door,Trap,Counter,,,,,,,You can only activate this card when an effect that inflicts damage to your Life Points is activated (except Battle Damage). Switch the Effect Damage you receive to your opponent's Life Points.
81480461,Barrel Dragon,Monster,Effect,Dark,Machine,,7,2600,2200,"Toss a coin 3 times. If 2 out of 3 results are Heads, destroy 1 monster on your opponent's side of the field. This effect can only be used once per turn during your Main Phase."
89091579,Basic Insect,Monster,Normal,Earth,Insect,,2,500,700,"Usually found traveling in swarms, this creature's ideal environment is the forest."
61181383,Battery Charger,Spell,Normal,,,,,,,"Pay 500 Life Points. Special Summon 1 monster from your Graveyard that includes ""Batteryman"" in its card name."
63142001,Batteryman AA,Monster,Effect,Light,Thunder,,3,0,0,"If all ""Batteryman AA""(s) you control are in Attack Position, this card gains 1000 ATK for each. If all ""Batteryman AA""(s) you control are in Defense Position, this card gains 1000 DEF for each."
48094997,Battle Footballer,Monster,Normal,Fire,Machine,,4,1000,2100,A cyborg with high defense power. Originally it was invented for a football machine.
5053103,Battle Ox,Monster,Normal,Earth,Beast-Warrior,,4,1700,1000,"A monster with tremendous power, it destroys enemies with a swing of its axe."
18246479,Battle Steer,Monster,Normal,Earth,Beast-Warrior,,5,1800,1300,"A bull monster often found in the woods, it charges enemy monsters with a pair of deadly horns."
94463200,Battle-Scarred,Trap,Continuous,,,,,,,"Select 1 Archfiend monster on your side of the field to activate this card. Your opponent also pays the same Life Points that you pay for the selected monster during the Standby Phase. If this card is removed from the field, destroy the selected monster. When the selected monster is removed from the field, destroy this card."
40133511,Bazoo the Soul-Eater,Monster,Effect,Earth,Beast,,4,1600,900,"Once per turn: You can banish up to 3 monsters from your Graveyard; this card gains 300 ATK for each, until your opponent's End Phase."
84990171,Bean Soldier,Monster,Normal,Earth,Plant,,4,1400,1300,A plant-warrior that attacks with seeds and sword.
46009906,Beast Fangs,Spell,Equip,,,,,,,A Beast-Type monster equipped with this card increases its ATK and DEF by 300 points.
11761845,Beast of Talwar,Monster,Normal,Dark,Fiend,,6,2400,2150,Only the master of the sword among Fiend-Type monsters is permitted to hold the Talwar.
35149085,Beast Soul Swap,Trap,Normal,,,,,,,"Target 1 Beast-Type monster you control; return it to the hand, and if you do, Special Summon 1 Beast-Type monster from your hand with the same Level as the monster that was returned to the hand."
99426834,Beastking of the Swamps,Monster,Effect,Water,Aqua,,4,1000,1100,"You can substitute this card for any 1 Fusion-Material Monster. When you do this, the other Fusion-Material Monster(s) must be the correct one(s)."
16899564,Beautiful Headhuntress,Monster,Normal,Earth,Warrior,,4,1600,800,A vicious creature that has decapitated numerous enemy monsters.
32452818,Beaver Warrior,Monster,Normal,Earth,Beast-Warrior,,4,1200,1500,What this creature lacks in size it makes up for in defense when battling in the prairie.
16255442,Beckoning Light,Trap,Normal,,,,,,,"Discard your entire hand, then for each card you discarded to the Graveyard by this effect, add 1 LIGHT monster from your Graveyard to your hand."
20374520,"Begone, Knave!",Trap,Continuous,,,,,,,"If a monster inflicts Battle Damage to a player, return the monster to it's owner's hand."
22996376,Behemoth the King of All Animals,Monster,Effect,Earth,Beast,,7,2700,1500,"This card can be Normal Summoned or Set with 1 Tribute Monster. In that case, the original ATK of this card becomes 2000. When this card is Tribute Summoned successfully, you can return from your Graveyard to the owner's hand a number of Beast-Type monsters equal to the number of Tributed monsters."
85605684,Berserk Dragon,Monster,Effect,Dark,Zombie,,8,3500,0,"Cannot be Normal Summoned/Set. Must be Special Summoned with ""A Deal with Dark Ruler"" and cannot be Special Summoned by other ways. This card can attack all monsters your opponent controls once each. During each of your End Phases, this card loses 500 ATK."
39168895,Berserk Gorilla,Monster,Effect,Earth,Beast,,4,2000,1000,"If this card is in face-up Defense Position on the field, destroy this card. The controller of this card must attack with this card if possible."
39256679,Beta the Magnet Warrior,Monster,Normal,Earth,Rock,,4,1700,1600,"Alpha, Beta, and Gamma meld as one to form a powerful monster."
25655502,Bickuribox,Monster,Fusion,Dark,Fiend,Normal,7,2300,2000,"Crass Clown + ""Dream Clown"""
61127349,Big Bang Shot,Spell,Equip,,,,,,,"The equipped monster gains 400 ATK. If the equipped monster attacks a Defense Position monster, inflict piercing Battle Damage to your opponent. When this card leaves the field, banish the equipped monster."
95472621,Big Burn,Trap,Normal,,,,,,,You can only activate this card when your opponent activates a card that targets a monster in the Graveyard. Remove from play all monsters in both players' Graveyards.
16768387,Big Eye,Monster,Effect,Dark,Fiend,Flip,4,1200,1000,"FLIP: See the 5 cards from the top of your Deck, arrange them in any order desired, and replace them on the top of the Deck."
42129512,Big Koala,Monster,Normal,Earth,Beast,,7,2700,2000,"A species of huge Des Koala. He's meek, but people are afraid of him because he's very powerful."
65240384,Big Shield Gardna,Monster,Effect,Earth,Warrior,,4,100,2600,"During either player's turn, when this face-down card (and no other cards) is targeted by a Spell Card: Change this card to face-up Defense Position, and if you do, negate the Spell Card's activation. If this card is attacked, change it to Attack Position at the end of the Damage Step."
51562916,Big Wave Small Wave,Spell,Normal,,,,,,,"Destroy all face-up WATER monsters on your side of the field. Then you can Special Summon WATER monsters from your hand, up to the same number of monsters destroyed by this effect."
59380081,Big-Tusked Mammoth,Monster,Effect,Earth,Beast,,5,2000,1000,"Monsters on your opponent's side of the field cannot attack during the same turn that they are Normal Summoned, Flip Summoned, or Special Summoned."
58696829,Bio-Mage,Monster,Normal,Light,Fairy,,3,1150,1000,A mysterious priest created as a result of the latest advances in biotechnology.
45547649,Birdface,Monster,Effect,Wind,Winged Beast,,4,1600,1600,"When this card is sent to the Graveyard as a result of battle, you can add 1 ""Harpie Lady"" from your Deck to your hand. Then shuffle your Deck."""
50122883,Bite Shoes,Monster,Effect,Dark,Fiend,Flip,2,500,300,FLIP: Change the Attack or Defense Position of 1 face-up monster on the field. The card must remain face-up.
36262024,Black Dragon's Chick,Monster,Effect,Dark,Dragon,,1,800,500,"You can send this face-up card to the Graveyard; Special Summon 1 ""Red-Eyes B. Dragon"" from your hand."
41426869,Black Illusion Ritual,Spell,Ritual,,,,,,,"This card is used to Ritual Summon ""Relinquished"". You must also Tribute monsters from the field or your hand whose total Levels equal 1 or more."
55761792,Black Luster Ritual,Spell,Ritual,,,,,,,"This card is used to Ritual Summon ""Black Luster Soldier"". You must also Tribute monsters from the field or your hand whose total Levels equal 8 or more."
5405694,Black Luster Soldier,Monster,Ritual,Earth,Warrior,Normal,8,3000,2500,"This monster can only be Ritual Summoned with the Ritual Spell Card, ""Black Luster Ritual""."
72989439,Black Luster Soldier - Envoy of the Beginning,Monster,Effect,Light,Warrior,,8,3000,2500,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 LIGHT and 1 DARK monster from your Graveyard. Once per turn, you can activate 1 of these effects.
Target 1 monster on the field: banish that target face-up. This card cannot attack the turn you activate this effect.
During the Damage Step, if this attacking card destroys an opponent's monster by battle: It can make a second attack in a row."
65169794,Black Pendant,Spell,Equip,,,,,,,"The equipped monster gains 500 ATK. When this card is sent from the field to the Graveyard, inflict 500 damage to your opponent."
38670435,Black Tyranno,Monster,Effect,Earth,Dinosaur,,7,2600,1800,"If you opponent Controls no cards except Defense Position Monster Cards, this card can attack your opponent directly."
87564352,Blackland Fire Dragon,Monster,Normal,Dark,Dragon,,4,1500,800,"A dragon that dwells in the depths of darkness, its vulnerability lies in its poor eyesight."
39507162,Blade Knight,Monster,Effect,Light,Warrior,,4,1600,1000,"While you have 1 or fewer cards in your hand, this card gains 400 ATK. If this is the only monster you control, negate the effects of Flip Effect Monsters it destroys by battle."
